"('TimeGMT', <class 'str'>, None, 30, 30, 3, True)","('date', <class 'datetime.date'>, None, 10, 10, 0, True)","('SourceSystemId', <class 'int'>, None, 19, 19, 0, True)","('DbAddr', <class 'int'>, None, 19, 19, 0, True)","('DbName', <class 'str'>, None, 80, 80, 0, True)","('EValue', <class 'float'>, None, 53, 53, 0, True)","('Year', <class 'str'>, None, 1024, 1024, 0, True)","('Month', <class 'str'>, None, 1024, 1024, 0, True)","('Day', <class 'str'>, None, 1024, 1024, 0, True)"
2024-01-02 22:49:00+00:00,2024-01-02,2,7458,Default Name,0.2910175323486328,2024,1,2
2024-01-02 02:20:00+00:00,2024-01-02,2,7458,Default Name,0.3151765763759613,2024,1,2
2024-01-02 12:05:00+00:00,2024-01-02,2,7458,Default Name,0.4229823052883148,2024,1,2
2024-01-02 12:35:00+00:00,2024-01-02,2,7458,Default Name,0.5333528518676758,2024,1,2
2024-01-02 01:20:00+00:00,2024-01-02,2,7458,Default Name,0.5388134717941284,2024,1,2
2024-01-02 00:20:00+00:00,2024-01-02,2,7458,Default Name,0.25800561904907227,2024,1,2
2024-01-02 02:05:00+00:00,2024-01-02,2,7458,Default Name,0.40213268995285034,2024,1,2
2024-01-02 13:05:00+00:00,2024-01-02,2,7458,Default Name,0.5310361981391907,2024,1,2
2024-01-02 17:05:00+00:00,2024-01-02,2,7458,Default Name,0.5000927448272705,2024,1,2
2024-01-02 07:35:00+00:00,2024-01-02,2,7458,Default Name,0.537903368473053,2024,1,2
2024-01-02 03:35:00+00:00,2024-01-02,2,7458,Default Name,0.5376551747322083,2024,1,2
2024-01-02 11:05:00+00:00,2024-01-02,2,7458,Default Name,0.13208061456680298,2024,1,2
2024-01-02 08:50:00+00:00,2024-01-02,2,7458,Default Name,0.49198460578918457,2024,1,2
2024-01-02 23:19:00+00:00,2024-01-02,2,7458,Default Name,0.42016926407814026,2024,1,2
2024-01-02 21:49:00+00:00,2024-01-02,2,7458,Default Name,0.5645444989204407,2024,1,2
2024-01-02 21:34:00+00:00,2024-01-02,2,7458,Default Name,0.37615343928337097,2024,1,2
2024-01-02 22:34:00+00:00,2024-01-02,2,7458,Default Name,0.14581488072872162,2024,1,2
2024-01-02 00:50:00+00:00,2024-01-02,2,7458,Default Name,0.36680418252944946,2024,1,2
2024-01-02 16:05:00+00:00,2024-01-02,2,7458,Default Name,0.2994566261768341,2024,1,2
2024-01-02 19:49:00+00:00,2024-01-02,2,7458,Default Name,0.23061984777450562,2024,1,2
2024-01-02 19:04:00+00:00,2024-01-02,2,7458,Default Name,0.36738336086273193,2024,1,2
2024-01-02 17:20:00+00:00,2024-01-02,2,7458,Default Name,0.3991541862487793,2024,1,2
2024-01-02 11:50:00+00:00,2024-01-02,2,7458,Default Name,0.34173500537872314,2024,1,2
2024-01-02 13:20:00+00:00,2024-01-02,2,7458,Default Name,0.46956300735473633,2024,1,2
2024-01-02 03:20:00+00:00,2024-01-02,2,7458,Default Name,0.3478575348854065,2024,1,2
2024-01-02 07:20:00+00:00,2024-01-02,2,7458,Default Name,0.4332416355609894,2024,1,2
2024-01-02 03:05:00+00:00,2024-01-02,2,7458,Default Name,0.22052597999572754,2024,1,2
2024-01-02 01:35:00+00:00,2024-01-02,2,7458,Default Name,0.5336010456085205,2024,1,2
2024-01-02 20:04:00+00:00,2024-01-02,2,7458,Default Name,0.44250813126564026,2024,1,2
2024-01-02 01:50:00+00:00,2024-01-02,2,7458,Default Name,0.4727897047996521,2024,1,2
2024-01-02 05:50:00+00:00,2024-01-02,2,7458,Default Name,0.35621392726898193,2024,1,2
2024-01-02 11:20:00+00:00,2024-01-02,2,7458,Default Name,0.2067917138338089,2024,1,2
2024-01-02 10:50:00+00:00,2024-01-02,2,7458,Default Name,0.15938366949558258,2024,1,2
2024-01-02 01:05:00+00:00,2024-01-02,2,7458,Default Name,0.47700926661491394,2024,1,2
2024-01-02 22:19:00+00:00,2024-01-02,2,7458,Default Name,0.29002469778060913,2024,1,2
2024-01-02 14:20:00+00:00,2024-01-02,2,7458,Default Name,0.34380343556404114,2024,1,2
2024-01-02 20:49:00+00:00,2024-01-02,2,7458,Default Name,0.3468647003173828,2024,1,2
2024-01-02 18:35:00+00:00,2024-01-02,2,7458,Default Name,0.3809521496295929,2024,1,2
2024-01-02 15:20:00+00:00,2024-01-02,2,7458,Default Name,0.1964496374130249,2024,1,2
2024-01-02 14:35:00+00:00,2024-01-02,2,7458,Default Name,0.28712889552116394,2024,1,2
2024-01-02 07:05:00+00:00,2024-01-02,2,7458,Default Name,0.3931144177913666,2024,1,2
2024-01-02 04:50:00+00:00,2024-01-02,2,7458,Default Name,0.1157815158367157,2024,1,2
2024-01-02 10:20:00+00:00,2024-01-02,2,7458,Default Name,0.2694232761859894,2024,1,2
2024-01-02 13:35:00+00:00,2024-01-02,2,7458,Default Name,0.4382885694503784,2024,1,2
2024-01-02 15:05:00+00:00,2024-01-02,2,7458,Default Name,0.23732151091098785,2024,1,2
2024-01-02 03:50:00+00:00,2024-01-02,2,7458,Default Name,0.5414610505104065,2024,1,2
2024-01-02 21:04:00+00:00,2024-01-02,2,7458,Default Name,0.24261662364006042,2024,1,2
2024-01-02 16:50:00+00:00,2024-01-02,2,7458,Default Name,0.5590012073516846,2024,1,2
2024-01-02 09:50:00+00:00,2024-01-02,2,7458,Default Name,0.3418177664279938,2024,1,2
2024-01-02 15:50:00+00:00,2024-01-02,2,7458,Default Name,0.17344889044761658,2024,1,2
2024-01-02 08:35:00+00:00,2024-01-02,2,7458,Default Name,0.5110139846801758,2024,1,2
2024-01-02 06:50:00+00:00,2024-01-02,2,7458,Default Name,0.27223631739616394,2024,1,2
2024-01-02 00:35:00+00:00,2024-01-02,2,7458,Default Name,0.3408249020576477,2024,1,2
2024-01-02 04:05:00+00:00,2024-01-02,2,7458,Default Name,0.4339035153388977,2024,1,2
2024-01-02 17:50:00+00:00,2024-01-02,2,7458,Default Name,0.23335014283657074,2024,1,2
2024-01-02 20:19:00+00:00,2024-01-02,2,7458,Default Name,0.5620624423027039,2024,1,2
2024-01-02 23:04:00+00:00,2024-01-02,2,7458,Default Name,0.5667784214019775,2024,1,2
2024-01-02 18:49:00+00:00,2024-01-02,2,7458,Default Name,0.451526403427124,2024,1,2
2024-01-02 04:20:00+00:00,2024-01-02,2,7458,Default Name,0.31542477011680603,2024,1,2
2024-01-02 09:35:00+00:00,2024-01-02,2,7458,Default Name,0.3850889801979065,2024,1,2
2024-01-02 22:04:00+00:00,2024-01-02,2,7458,Default Name,0.4489615857601166,2024,1,2
2024-01-02 10:35:00+00:00,2024-01-02,2,7458,Default Name,0.23301920294761658,2024,1,2
2024-01-02 18:20:00+00:00,2024-01-02,2,7458,Default Name,0.21787840127944946,2024,1,2
2024-01-02 20:34:00+00:00,2024-01-02,2,7458,Default Name,0.47328612208366394,2024,1,2
2024-01-02 10:05:00+00:00,2024-01-02,2,7458,Default Name,0.3292418122291565,2024,1,2
2024-01-02 05:35:00+00:00,2024-01-02,2,7458,Default Name,0.4661707878112793,2024,1,2
2024-01-02 06:05:00+00:00,2024-01-02,2,7458,Default Name,0.2887009084224701,2024,1,2
2024-01-02 06:35:00+00:00,2024-01-02,2,7458,Default Name,0.11478867381811142,2024,1,2
2024-01-02 02:35:00+00:00,2024-01-02,2,7458,Default Name,0.2547788918018341,2024,1,2
2024-01-02 09:20:00+00:00,2024-01-02,2,7458,Default Name,0.4210793673992157,2024,1,2
2024-01-02 18:05:00+00:00,2024-01-02,2,7458,Default Name,0.12372422218322754,2024,1,2
2024-01-02 14:05:00+00:00,2024-01-02,2,7458,Default Name,0.3720993399620056,2024,1,2
2024-01-02 05:20:00+00:00,2024-01-02,2,7458,Default Name,0.5530441403388977,2024,1,2
2024-01-02 02:50:00+00:00,2024-01-02,2,7458,Default Name,0.1451529860496521,2024,1,2
2024-01-02 12:20:00+00:00,2024-01-02,2,7458,Default Name,0.45202285051345825,2024,1,2
2024-01-02 16:20:00+00:00,2024-01-02,2,7458,Default Name,0.396423876285553,2024,1,2
2024-01-02 06:20:00+00:00,2024-01-02,2,7458,Default Name,0.19471217691898346,2024,1,2
2024-01-02 05:05:00+00:00,2024-01-02,2,7458,Default Name,0.3663077652454376,2024,1,2
2024-01-02 13:50:00+00:00,2024-01-02,2,7458,Default Name,0.39220431447029114,2024,1,2
2024-01-02 07:50:00+00:00,2024-01-02,2,7458,Default Name,0.5470871329307556,2024,1,2
2024-01-02 04:35:00+00:00,2024-01-02,2,7458,Default Name,0.23591497540473938,2024,1,2
2024-01-02 00:05:00+00:00,2024-01-02,2,7458,Default Name,0.18718315660953522,2024,1,2
2024-01-02 23:34:00+00:00,2024-01-02,2,7458,Default Name,0.35000866651535034,2024,1,2
2024-01-02 08:20:00+00:00,2024-01-02,2,7458,Default Name,0.5637171864509583,2024,1,2
2024-01-02 14:50:00+00:00,2024-01-02,2,7458,Default Name,0.23624593019485474,2024,1,2
2024-01-02 19:19:00+00:00,2024-01-02,2,7458,Default Name,0.24559515714645386,2024,1,2
2024-01-02 08:05:00+00:00,2024-01-02,2,7458,Default Name,0.5772032141685486,2024,1,2
2024-01-02 17:35:00+00:00,2024-01-02,2,7458,Default Name,0.31319093704223633,2024,1,2
